OrderID,OrderDate,CustomerName,Email,Country,ProductCategory,Quantity,UnitPrice,Discount,PaymentMethod,IsReturned
ORD-20356,2025-11-24,Customer 1356,customer1356@example.com,germany,ELECTRONICS,3.0,132.49,0.25,Debit Card,no
ORD-20531,"June 15, 2025",Customer 1531,  customer1531@example.com ,Canada,Sports,4.0,121.95,0.21,Debit Card,0
ORD-20512,2026-07-20,Customer 1512,customer1512@example.com,United kingdom,Beauty,2.0,$213.35,0.26,Credit Card,0
ORD-21562,14-Jan-2026,Customer 1662,  customer1662@example.com ,CA,home and garden,3.0,89.66,0.1,Credit Card,no
ORD-21586,11-Jan-2026,Customer 1686,  customer1686@example.com ,United Kingdom,Home & garden,2.0,126.52,0.15,Debit Card,FALSE
ORD-21275,"February 23, 2026",Customer 1375,customer1375@example.com,AUS,ELECTRONICS,3.0,86.67,0.16,Debit Card,no
ORD-21187,"November 22, 2025",Customer 1287,customer1287@example.com,AUS,Beuaty,2.0,202.16,0.25,Gift Card,false
ORD-20329,04/08/2026,Customer 1329,  customer1329@example.com ,USA,Electronic,2.0,18.09,0.07,PayPal,no
ORD-20360,2025-06-17,Customer 1360,customer1360@example.com,United Kingdom,home and garden,1.0,117.63,0.12,Credit Card,No
ORD-21088,2026-06-07,Customer 1188,customer1188@example.com,AUSTRALIA,,1.0,$14.99,0.28,Credit Card,true
ORD-20433,02/04/2026,Customer 1433,,AUS, Apparel,4.0,$14.41,0.03,Debit Card,0
ORD-21233,02/28/2025,Customer 1333,customer1333@example.com,United states,Apparel,4.0,$138.32,0.25,Credit Card,N
ORD-20773,03/26/2025,Customer 1773,customer1773@example.com,United states,Electronics ,3.0,$63.69,0.1,PayPal,FALSE
ORD-21391,"August 17, 2025",Customer 1491,customer1491@example.com,canada,Electronic,1.0,82.47,0.27,PayPal,No
ORD-21596,2025-10-07,Customer 1696,customer1696@example.com,CA,Beauty,2.0,$208.65,,PayPal,No
ORD-20371,"February 26, 2026",Customer 1371,customer1371@example.com,UK,sports,3.0,$101.78,0.0,Debit Card,0
ORD-20731,"April 12, 2026",Customer 1731,customer1731@example.com,us,Appreal,1.0,195.1,0.21,Credit Card,No
ORD-20998,18-May-2026,Customer 1098,customer1098@example.com,AUS,APPAREL,3.0,54.03,0.23,Debit Card,N
ORD-21397,02/12/2026,Customer 1497,customer1497@example.com,australia,Beauty,1.0,$69.05,0.18,Credit Card,0
ORD-20042,22-Jun-2026,Customer 1042,customer1042@example.com,U.K.,Home&Garden,2.0,$156.77,0.1,Debit Card,No
ORD-21147,"May 10, 2026",Customer 1247,  customer1247@example.com ,AUSTRALIA,home and garden,2.0,$166.17,0.06,PayPal,no
ORD-21425,07/20/2025,Customer 1525,customer1525@example.com,CANADA,Sport,1.0,51.01,0.29,Credit Card,false
ORD-20430,06-Sep-2025,Customer 1430,customer1430@example.com,Australia,BEAUTY,1.0,194.29,0.24,Credit Card,N
ORD-20599,"March 18, 2026",Customer 1599,customer1599@example.com,United states,,3.0,$180.48,0.29,PayPal,No
ORD-21003,"October 29, 2025",Customer 1103,customer1103@example.com,germany,SPORTS,5.0,205.41,0.02,Gift Card,0
ORD-21229,08/06/2026,Customer 1329,customer1329@example.com,GERMANY, Apparel,2.0,67.58,0.01,Debit Card,N
ORD-20737,06/19/2025,Customer 1737,customer1737@example.com,germany,BEAUTY,5.0,135.49,0.12,Debit Card,false
ORD-21080,2025-07-08,Customer 1180,customer1180@example.com,United Kingdom,Apparel,3.0,$94.35,0.07,Credit Card,false
ORD-21151,"March 23, 2026",Customer 1251,customer1251@example.com,CANADA,Home & garden,3.0,111.46,0.15,Debit Card,FALSE
ORD-21302,17-Jan-2026,Customer 1402,  customer1402@example.com ,United Kingdom,Beuaty,5.0,$113.60,0.09,PayPal,0
ORD-20514,29-Jun-2026,Customer 1514,customer1514@example.com,germany,Beauty,4.0,$147.88,0.11,Debit Card,no
ORD-20964,2026-04-17,Customer 1064,  customer1064@example.com ,england,Appreal,4.0,$205.66,0.22,Credit Card,false
ORD-20671,"March 23, 2025",Customer 1671,customer1671@example.com,CA, Beauty,5.0,$178.34,0.18,Credit Card,no
ORD-21071,"March 30, 2025",Customer 1171,customer1171@example.com,U.K.,Sport,5.0,152.64,0.27,PayPal,no
ORD-20340,2025-12-06,Customer 1340,customer1340@example.com,Australia,sports,2.0,73.91,0.01,Debit Card,N
ORD-20776,2026-05-06,Customer 1776,customer1776@example.com,United kingdom,BEAUTY,1.0,$198.91,0.13,Credit Card,FALSE
ORD-20378,25-Apr-2026,Customer 1378,customer1378@example.com,Canada,Home&Garden,4.0,$124.22,0.25,Debit Card,false
ORD-20616,2025-08-19,Customer 1616,  customer1616@example.com ,AUSTRALIA,apparel,2.0,163.14,0.2,Credit Card,false
ORD-20604,2025-11-23,Customer 1604,  customer1604@example.com ,United States, Beauty,3.0,40.01,0.03,Gift Card,N
ORD-20873,08/28/2025,Customer 1873,customer1873@example.com,CANADA,SPORTS,4.0,$59.19,0.01,PayPal,false
ORD-20456,2026-05-05,Customer 1456,customer1456@example.com,CANADA,Sports ,5.0,110.86,0.25,PayPal,no
ORD-20262,25-Jul-2026,Customer 1262,  customer1262@example.com ,Germany,Electronics ,5.0,117.38,1.73,Gift Card,false
ORD-20363,"May 15, 2025",Customer 1363,  customer1363@example.com ,Germany, Beauty,1.0,134.57,0.21,Credit Card,N
ORD-21454,13-Aug-2025,Customer 1554,customer1554@example.com,UK, Beauty,5.0,215.1,0.22,PayPal,N
ORD-20508,2025-09-03,Customer 1508,  customer1508@example.com ,canada,apparel,1.0,$124.50,0.15,Credit Card,no
ORD-21363,"April 08, 2025",Customer 1463,customer1463@example.com,england,Electronic,4.0,142.13,0.26,PayPal,N
ORD-20558,31-May-2026,Customer 1558,customer1558@example.com,Germany, Apparel,4.0,46.9,0.02,,N
ORD-20434,08-Feb-2026,Customer 1434,customer1434@example.com,U.S.A.,Electronics,2.0,$183.11,0.23,PayPal,false
ORD-21028,2025-05-12,Customer 1128,customer1128@example.com,United States,BEAUTY,3.0,64.65,0.22,Gift Card,no
ORD-20247,"June 07, 2025",Customer 1247,customer1247@example.com,england,BEAUTY,5.0,$134.96,0.12,PayPal,0
ORD-21101,03/20/2025,Customer 1201,customer1201@example.com,GERMANY,sports,4.0,65.23,0.1,PayPal,No
ORD-21206,27-Jan-2026,Customer 1306,customer1306@example.com,germany,Electronic,2.0,$193.54,0.17,Gift Card,N
ORD-21523,"September 23, 2025",Customer 1623,customer1623@example.com,DE,sports,5.0,$21.98,0.27,Debit Card,no
ORD-21084,2025-07-01,Customer 1184,customer1184@example.com,us,Home&Garden,2.0,172.28,0.1,Credit Card,1
ORD-20164,2026-03-01,Customer 1164,  customer1164@example.com ,USA,Appreal,5.0,60.68,0.08,Credit Card,No
ORD-20195,"April 27, 2026",Customer 1195,customer1195@example.com,USA,Apparel,5.0,$200.56,0.05,Credit Card,false
ORD-20646,17-Jul-2026,Customer 1646,,CA,APPAREL,1.0,131.5,0.21,Debit Card,FALSE
ORD-21027,"June 10, 2025",Customer 1127,  customer1127@example.com ,AUSTRALIA,sports,2.0,47.47,0.13,Debit Card,N
ORD-21524,2025-09-12,Customer 1624,customer1624@example.com,england,Home & garden,2.0,$58.22,0.23,PayPal,FALSE
ORD-20333,05/07/2026,Customer 1333,customer1333@example.com,australia,Sport,3.0,105.73,0.09,Credit Card,no
ORD-21043,"March 23, 2026",Customer 1143,customer1143@example.com,United kingdom,sports,4.0,$131.30,0.07,Debit Card,yes
ORD-21355,"July 18, 2026",Customer 1455,customer1455@example.com,U.S.A.,home and garden,5.0,125.22,0.18,Debit Card,0
ORD-20609,08/06/2025,Customer 1609,customer1609@example.com,germany,Electronic,3.0,$86.34,,Gift Card,false
ORD-21535,"December 12, 2025",Customer 1635,  customer1635@example.com ,AUS,Electronic,2.0,212.07,0.23,PayPal,No
ORD-20026,05-Oct-2025,Customer 1026,customer1026@example.com,United states,SPORTS,5.0,$174.92,0.15,Credit Card,0
ORD-21186,13-May-2026,Customer 1286,  customer1286@example.com ,United kingdom,Sports,5.0,25.33,0.02,Debit Card,0
ORD-21582,02-Aug-2025,Customer 1682,  customer1682@example.com ,germany,ELECTRONICS,5.0,92.2,0.19,Credit Card,FALSE
ORD-20612,2025-09-10,Customer 1612,customer1612@example.com,Australia,,1.0,$81.97,0.23,Gift Card,0
ORD-21212,2025-08-02,Customer 1312,customer1312@example.com,U.K.,Home & garden,2.0,$219.51,0.27,Debit Card,false
ORD-20397,11/03/2025,Customer 1397,customer1397@example.com,DE,beauty,2.0,$47.49,0.01,PayPal,0
ORD-20271,"August 04, 2025",Customer 1271,customer1271@example.com,GERMANY,APPAREL,3.0,143.13,0.02,Credit Card,N
ORD-20163,"April 27, 2026",Customer 1163,  customer1163@example.com ,United states,APPAREL,5.0,$14.64,0.21,Gift Card,0
ORD-20288,2026-03-12,Customer 1288,customer1288@example.com,United kingdom,Electronics ,4.0,$122.95,0.25,Debit Card,false
ORD-20847,"December 24, 2025",Customer 1847,,Canada,Beuaty,4.0,130.8,0.29,PayPal,N
ORD-20500,2025-08-11,Customer 1500,customer1500@example.com,United Kingdom,Sports,4.0,$65.56,0.25,Credit Card,N
ORD-21445,08/10/2026,Customer 1545,customer1545@example.com,United kingdom,Home & Garden,3.0,14.17,0.11,Debit Card,0
ORD-20304,2026-04-02,Customer 1304,  customer1304@example.com ,GERMANY,Electronics ,4.0,$25.35,0.21,Debit Card,N
ORD-20678,11-Dec-2025,Customer 1678,customer1678@example.com,United States,Home & Garden,3.0,$51.92,0.19,Credit Card,no
ORD-21436,2026-07-14,Customer 1536,customer1536@example.com,canada,home and garden,5.0,211.44,0.16,Credit Card,FALSE
ORD-20484,2026-02-11,Customer 1484,  customer1484@example.com ,Germany,Apparel,3.0,$181.80,0.16,Gift Card,N
ORD-21319,"December 09, 2025",Customer 1419,customer1419@example.com,us,ELECTRONICS,2.0,$50.42,0.24,Gift Card,0
ORD-20039,"October 16, 2025",Customer 1039,customer1039@example.com,AUS,Sports,1.0,152.9,0.18,Credit Card,no
ORD-20043,"December 19, 2025",Customer 1043,customer1043@example.com,us,APPAREL,5.0,127.07,0.23,Gift Card,FALSE
ORD-21125,07/12/2025,Customer 1225,customer1225@example.com,DE,Sports,1.0,205.26,0.09,Gift Card,No
ORD-21286,12-Oct-2025,Customer 1386,  customer1386@example.com ,Canada,Beauty,5.0,$52.25,1.76,Gift Card,no
ORD-20289,03/16/2025,Customer 1289,customer1289@example.com,America,ELECTRONICS,3.0,$46.74,0.18,PayPal,0
ORD-20919,"December 18, 2025",Customer 1019,customer1019@example.com,australia, Beauty,4.0,$103.78,0.14,Debit Card,No
ORD-20571,"September 28, 2025",Customer 1571,  customer1571@example.com ,england,electronics,4.0,$192.50,0.21,Gift Card,FALSE
ORD-20243,"February 27, 2025",Customer 1243,  customer1243@example.com ,AUS,Sport,5.0,70.14,0.07,Gift Card,FALSE
ORD-20798,07-Apr-2026,Customer 1798,customer1798@example.com,australia,Apparel,2.0,56.84,0.2,PayPal,FALSE
ORD-21109,03/17/2026,Customer 1209,  customer1209@example.com ,United Kingdom,,5.0,63.59,0.09,PayPal,0
ORD-20455,"March 23, 2026",Customer 1455,  customer1455@example.com ,CA,Appreal,4.0,73.27,0.17,PayPal,false
ORD-20920,2025-12-12,Customer 1020,customer1020@example.com,United kingdom,Home&Garden,3.0,62.05,0.05,PayPal,No
ORD-20702,14-Aug-2026,Customer 1702,customer1702@example.com,U.S.A.,Apparel,2.0,94.72,0.01,PayPal,FALSE
ORD-20938,07-Mar-2026,Customer 1038,customer1038@example.com,USA,sports,4.0,175.1,0.27,Gift Card,false
ORD-20815,"October 05, 2025",Customer 1815,customer1815@example.com,CANADA,Sport,3.0,23.59,0.06,Gift Card,N
ORD-20856,2026-01-03,Customer 1856,customer1856@example.com,england,HOME & GARDEN,1.0,$43.53,0.27,Credit Card,no
ORD-20985,01/21/2026,Customer 1085,  customer1085@example.com ,UK,ELECTRONICS,4.0,146.6,0.21,PayPal,false
ORD-20867,"November 21, 2025",Customer 1867,customer1867@example.com,Australia,Sports ,2.0,172.51,0.21,PayPal,FALSE
ORD-20477,05/09/2025,Customer 1477,customer1477@example.com,U.K.,Sports ,1.0,33.93,0.04,PayPal,FALSE
ORD-20073,05/15/2026,Customer 1073,customer1073@example.com,england, Apparel,4.0,198.84,,Credit Card,Yes
ORD-20151,"March 31, 2025",Customer 1151,customer1151@example.com,germany,Home & Garden,1.0,72.0,0.21,Gift Card,no
ORD-21400,2025-07-15,Customer 1500,  customer1500@example.com ,GERMANY,Sport,1.0,$34.25,,PayPal,No
ORD-21514,22-Jan-2026,Customer 1614,customer1614@example.com,,Apparel,1.0,100.04,,Credit Card,0
ORD-20725,04/27/2026,Customer 1725,customer1725@example.com,AUSTRALIA,Home & garden,,28.85,0.13,Credit Card,0
ORD-20489,12/01/2025,Customer 1489,customer1489@example.com,england,Home & Garden,2.0,188.51,0.03,Debit Card,FALSE
ORD-20319,"March 07, 2026",Customer 1319,  customer1319@example.com ,canada,Electronic,2.0,98.23,0.28,Credit Card,FALSE
ORD-21049,09/27/2025,Customer 1149,  customer1149@example.com ,CANADA,sports,3.0,125.48,0.06,Debit Card,0
ORD-20148,2025-12-16,Customer 1148,customer1148@example.com,AUS,electronics,2.0,$118.29,0.16,PayPal,No
ORD-20344,2025-07-21,Customer 1344,customer1344@example.com,UK,Electronic,1.0,127.81,1.51,Gift Card,false
ORD-21023,"July 11, 2026",Customer 1123,customer1123@example.com,Germany,Electronics,4.0,60.64,0.04,Gift Card,false
ORD-20831,"March 27, 2026",Customer 1831,customer1831@example.com,,Sports ,5.0,$127.30,0.19,Gift Card,FALSE
ORD-21041,04/18/2025,Customer 1141,customer1141@example.com,australia,SPORTS,5.0,$103.49,0.25,Debit Card,0
ORD-20480,2026-04-13,Customer 1480,customer1480@example.com,USA,HOME & GARDEN,3.0,$51.59,0.22,Gift Card,1
ORD-20454,03-May-2026,Customer 1454,customer1454@example.com,AUS, Apparel,4.0,173.09,0.03,Debit Card,false
ORD-20537,07/20/2026,Customer 1537,customer1537@example.com,germany,APPAREL,4.0,114.49,0.02,Credit Card,FALSE
ORD-21477,02/16/2026,Customer 1577,customer1577@example.com,DE,APPAREL,4.0,122.26,0.22,PayPal,no
ORD-20739,"September 01, 2025",Customer 1739,customer1739@example.com,UK,Appreal,1.0,$137.89,0.25,Debit Card,N
ORD-20897,08/19/2026,Customer 1897,  customer1897@example.com ,australia,HOME & GARDEN,5.0,159.82,0.25,PayPal,N
ORD-20937,08/02/2025,Customer 1037,customer1037@example.com,United kingdom,ELECTRONICS,4.0,159.91,0.11,Debit Card,Y
ORD-20526,26-Apr-2026,Customer 1526,  customer1526@example.com ,U.K.,,5.0,57.25,0.17,PayPal,false
ORD-21463,"August 16, 2025",Customer 1563,customer1563@example.com,CA,Beuaty,2.0,171.78,0.06,PayPal,no
ORD-20909,12/24/2025,Customer 1009,  customer1009@example.com ,Germany, Beauty,2.0,139.32,0.17,Debit Card,No
ORD-21123,"October 25, 2025",Customer 1223,customer1223@example.com,U.K.,HOME & GARDEN,1.0,$151.22,0.27,Debit Card,FALSE
ORD-20177,05/11/2025,Customer 1177,customer1177@example.com,CANADA,apparel,2.0,$148.32,0.05,Debit Card,0
ORD-21500,2026-08-10,Customer 1600,  customer1600@example.com ,U.S.A.,Appreal,4.0,$163.84,0.18,Credit Card,1
ORD-20982,03-May-2025,Customer 1082,customer1082@example.com,DE,Electronics ,1.0,38.3,0.2,PayPal,false
ORD-20793,03/04/2025,Customer 1793,customer1793@example.com,us,Electronics,2.0,9.9,0.29,Credit Card,N
ORD-20724,2026-02-05,Customer 1724,customer1724@example.com,USA,home and garden,1.0,112.59,0.24,PayPal,false
ORD-20346,15-Apr-2025,Customer 1346,customer1346@example.com,GERMANY,Beauty,1.0,51.2,0.05,Gift Card,no
ORD-20933,08/15/2025,Customer 1033,customer1033@example.com,U.S.A.,Appreal,3.0,$193.60,0.28,Gift Card,0
ORD-21161,05/28/2025,Customer 1261,customer1261@example.com,U.K.,Beuaty,1.0,115.22,0.16,PayPal,FALSE
ORD-20128,2025-06-06,Customer 1128,customer1128@example.com,United States, Beauty,1.0,$214.89,0.21,Debit Card,yes
ORD-20700,2025-04-21,Customer 1700,  customer1700@example.com ,germany,Sport,3.0,180.53,0.15,Gift Card,No
ORD-20822,02-Apr-2026,Customer 1822,customer1822@example.com,GERMANY,Apparel,3.0,$110.40,0.18,Credit Card,No
ORD-21178,12-Jul-2025,Customer 1278,  customer1278@example.com ,canada,Home & Garden,2.0,$11.51,0.15,Gift Card,N
ORD-21303,"September 14, 2025",Customer 1403,customer1403@example.com,U.K.,sports,5.0,$119.36,0.14,Credit Card,No
ORD-20505,06/19/2025,Customer 1505,customer1505@example.com,england,Home & garden,1.0,$82.07,0.07,Gift Card,0
ORD-21343,"September 28, 2025",Customer 1443,  customer1443@example.com ,Canada,APPAREL,1.0,38.03,0.04,Gift Card,0
ORD-20556,2026-03-24,Customer 1556,  customer1556@example.com ,CANADA,apparel,1.0,148.06,0.08,Gift Card,no
ORD-20331,"May 15, 2025",Customer 1331,,us,SPORTS,3.0,$123.52,0.03,PayPal,FALSE
ORD-20194,05-Jun-2025,Customer 1194,customer1194@example.com,United states, Apparel,2.0,73.45,0.25,Debit Card,0
ORD-20872,2026-05-15,Customer 1872,  customer1872@example.com ,germany,BEAUTY,4.0,207.5,0.0,PayPal,false
ORD-20536,2025-08-24,Customer 1536,customer1536@example.com,AUS,Beauty,2.0,195.01,0.2,PayPal,0
ORD-20086,09-Oct-2025,Customer 1086,customer1086@example.com,United kingdom,Electronics ,1.0,52.75,0.19,PayPal,0
ORD-20752,2025-12-21,Customer 1752,  customer1752@example.com ,england,Sport,1.0,164.15,0.21,Credit Card,No
ORD-20535,"April 22, 2026",Customer 1535,customer1535@example.com,AUS,Sports,5.0,$110.97,0.03,Credit Card,false
ORD-21227,"July 27, 2026",Customer 1327,customer1327@example.com,United kingdom, Beauty,5.0,$27.61,0.27,Credit Card,Y
ORD-20892,2026-04-01,Customer 1892,customer1892@example.com,United Kingdom,Electronic,5.0,217.84,0.06,Credit Card,false
ORD-20903,"September 27, 2025",Customer 1003,customer1003@example.com,USA,BEAUTY,4.0,175.27,0.25,PayPal,N
ORD-20482,23-Oct-2025,Customer 1482,customer1482@example.com,CANADA,Sports,,85.33,0.29,Gift Card,TRUE
ORD-20216,2025-12-22,Customer 1216,customer1216@example.com,Germany,home and garden,1.0,205.87,0.14,PayPal,No
ORD-20427,"June 06, 2025",Customer 1427,  customer1427@example.com ,,beauty,3.0,58.38,0.29,Credit Card,N
ORD-20104,2025-12-10,Customer 1104,customer1104@example.com,,HOME & GARDEN,5.0,133.54,0.11,Credit Card,N
ORD-20577,09/19/2025,Customer 1577,customer1577@example.com,DE,SPORTS,3.0,36.69,0.26,PayPal,0
ORD-20544,2025-07-08,Customer 1544,customer1544@example.com,AUSTRALIA,BEAUTY,4.0,180.06,0.18,PayPal,No
ORD-20918,20-Oct-2025,Customer 1018,  customer1018@example.com ,australia,HOME & GARDEN,5.0,212.97,0.28,Gift Card,false
ORD-20748,2026-03-03,Customer 1748,  customer1748@example.com ,Germany,Electronics,,165.63,0.21,Gift Card,N
ORD-21168,2025-12-24,Customer 1268,customer1268@example.com,USA, Apparel,1.0,55.31,0.28,Gift Card,0
ORD-20907,"March 08, 2025",Customer 1007,customer1007@example.com,canada,Electronics ,2.0,33.37,0.24,Credit Card,no
ORD-21225,09/15/2025,Customer 1325,customer1325@example.com,australia,Appreal,5.0,$111.06,0.27,Credit Card,No
ORD-21223,"September 04, 2025",Customer 1323,,UK, Beauty,1.0,204.71,0.29,Credit Card,no
ORD-21388,2026-06-25,Customer 1488,  customer1488@example.com ,United Kingdom,Home&Garden,1.0,95.08,0.21,Credit Card,N
ORD-20864,2026-03-19,Customer 1864,customer1864@example.com,canada,home and garden,1.0,42.27,0.01,PayPal,no
ORD-20497,03/18/2026,Customer 1497,customer1497@example.com,CANADA,sports,1.0,$143.27,0.13,Credit Card,No
ORD-20915,"April 06, 2026",Customer 1015,customer1015@example.com,United States,APPAREL,5.0,$63.99,0.06,Gift Card,FALSE
ORD-21216,2026-07-11,Customer 1316,customer1316@example.com,UK,Electronics,3.0,142.07,1.89,Debit Card,FALSE
ORD-20519,"April 12, 2025",Customer 1519,  customer1519@example.com ,AUS,Home & garden,5.0,$55.08,0.07,PayPal,false
ORD-20189,05/29/2026,Customer 1189,customer1189@example.com,United Kingdom,ELECTRONICS,3.0,56.96,0.07,Credit Card,no
ORD-20044,2026-06-08,Customer 1044,customer1044@example.com,GERMANY,SPORTS,5.0,$110.98,0.14,Debit Card,No
ORD-20789,11/06/2025,Customer 1789,customer1789@example.com,CANADA,Sports,5.0,25.01,0.02,Credit Card,FALSE
ORD-20202,12-Aug-2026,Customer 1202,customer1202@example.com,GERMANY,Home&Garden,1.0,$171.84,0.3,Gift Card,false
ORD-20631,"May 22, 2025",Customer 1631,customer1631@example.com,,electronics,3.0,39.3,0.24,Debit Card,0
ORD-21432,2026-04-04,Customer 1532,  customer1532@example.com ,United states,Sport,1.0,99.42,0.25,Credit Card,N
ORD-21441,12/24/2025,Customer 1541,customer1541@example.com,GERMANY,Beuaty,1.0,11.77,0.15,Gift Card,0
ORD-21193,06/06/2025,Customer 1293,customer1293@example.com,germany,Home & Garden,4.0,151.98,0.11,,0
ORD-20353,11/17/2025,Customer 1353,  customer1353@example.com ,United Kingdom,Sports,1.0,$20.59,0.3,Credit Card,No
ORD-20066,13-Nov-2025,Customer 1066,,australia,beauty,5.0,179.64,0.14,Gift Card,FALSE
ORD-20810,02-Apr-2026,Customer 1810,customer1810@example.com,australia,Electronics ,2.0,$29.19,0.08,Gift Card,No
ORD-21560,2025-04-25,Customer 1660,  customer1660@example.com ,GERMANY,APPAREL,4.0,54.34,0.05,PayPal,Yes
ORD-21317,01/02/2026,Customer 1417,  customer1417@example.com ,CANADA,Electronic,2.0,85.97,0.2,Credit Card,false
ORD-20993,10/22/2025,Customer 1093,customer1093@example.com,United Kingdom,Home & Garden,5.0,170.9,0.2,Debit Card,0
ORD-20384,2025-08-18,Customer 1384,customer1384@example.com,canada,Apparel,3.0,191.82,0.28,Credit Card,0
ORD-20046,03-May-2026,Customer 1046,  customer1046@example.com ,United Kingdom,apparel,1.0,$103.76,0.28,Debit Card,no
ORD-21292,2025-11-22,Customer 1392,customer1392@example.com,CA,home and garden,3.0,$45.98,0.08,PayPal,No
ORD-21138,14-Apr-2026,Customer 1238,  customer1238@example.com ,england,HOME & GARDEN,4.0,$23.28,0.14,PayPal,false
ORD-20719,"October 28, 2025",Customer 1719,  customer1719@example.com ,Australia,Beauty,3.0,66.58,0.02,Credit Card,0
ORD-20863,"May 16, 2025",Customer 1863,customer1863@example.com,U.K.,ELECTRONICS,1.0,$106.03,0.04,Debit Card,false
ORD-21483,"November 28, 2025",Customer 1583,customer1583@example.com,Germany,Home & Garden,5.0,$30.88,0.01,Gift Card,No
ORD-20083,"October 01, 2025",Customer 1083,  customer1083@example.com ,UK,Electronic,4.0,173.81,0.03,Credit Card,no
ORD-21493,07/27/2025,Customer 1593,customer1593@example.com,GERMANY,Electronic,4.0,$24.39,0.04,Gift Card,FALSE
ORD-21239,"January 06, 2026",Customer 1339,customer1339@example.com,U.K.,Sport,1.0,$166.44,0.24,Gift Card,0
ORD-21016,2025-05-02,Customer 1116,  customer1116@example.com ,U.K.,Electronics ,1.0,33.7,0.3,Credit Card,yes
ORD-20904,2025-08-19,Customer 1004,customer1004@example.com,us,electronics,1.0,38.41,0.22,Debit Card,No
ORD-20893,01/21/2026,Customer 1893,customer1893@example.com,CANADA,electronics,2.0,$217.28,0.16,Debit Card,No
ORD-20551,"August 31, 2025",Customer 1551,customer1551@example.com,australia,Appreal,2.0,$196.76,0.23,PayPal,No
ORD-20775,"January 17, 2026",Customer 1775,customer1775@example.com,United states,home and garden,1.0,49.3,0.15,PayPal,Yes
ORD-21111,"October 11, 2025",Customer 1211,  customer1211@example.com ,,BEAUTY,4.0,210.0,0.25,Credit Card,no
ORD-21577,11/30/2025,Customer 1677,customer1677@example.com,United Kingdom,Home & garden,3.0,$76.71,0.28,Credit Card,false
ORD-20836,2026-04-20,Customer 1836,customer1836@example.com,United Kingdom, Apparel,1.0,$8.14,0.07,Gift Card,Y
ORD-20464,2025-08-20,Customer 1464,customer1464@example.com,,apparel,3.0,76.34,0.09,Gift Card,0
ORD-21217,09/09/2025,Customer 1317,customer1317@example.com,AUS,Electronic,4.0,62.09,0.04,Gift Card,false
ORD-20067,"January 24, 2026",Customer 1067,  customer1067@example.com ,United States,apparel,3.0,197.47,0.07,Debit Card,0
ORD-20908,2025-11-08,Customer 1008,  customer1008@example.com ,United states,home and garden,5.0,49.03,0.21,Credit Card,FALSE
ORD-20025,10/13/2025,Customer 1025,customer1025@example.com,germany,Electronics,4.0,32.61,0.11,Gift Card,no
ORD-21065,10/14/2025,Customer 1165,  customer1165@example.com ,United Kingdom,SPORTS,5.0,49.97,0.15,Debit Card,no
ORD-21507,"August 13, 2026",Customer 1607,  customer1607@example.com ,germany,Appreal,2.0,$104.34,0.28,Gift Card,false
ORD-21331,"February 19, 2026",Customer 1431,customer1431@example.com,Australia, Apparel,2.0,$219.12,0.14,Credit Card,0
ORD-20245,04/04/2025,Customer 1245,customer1245@example.com,UK,sports,4.0,$171.83,0.12,Gift Card,FALSE
ORD-20221,09/03/2025,Customer 1221,  customer1221@example.com ,United kingdom,Sports ,1.0,$78.31,0.17,Gift Card,N
ORD-20784,2025-03-28,Customer 1784,customer1784@example.com,canada,Home & Garden,5.0,146.28,0.27,Gift Card,N
ORD-21556,2026-01-27,Customer 1656,  customer1656@example.com ,America, Beauty,5.0,25.52,0.25,Gift Card,FALSE
ORD-20184,2025-03-05,Customer 1184,customer1184@example.com,AUSTRALIA,home and garden,2.0,36.49,0.29,Gift Card,No
ORD-20253,03/15/2025,Customer 1253,customer1253@example.com,CA,APPAREL,2.0,$158.99,0.0,Gift Card,Y
ORD-21515,"June 12, 2025",Customer 1615,  customer1615@example.com ,,electronics,5.0,105.12,0.1,Gift Card,FALSE
ORD-20824,2025-10-24,Customer 1824,customer1824@example.com,england,apparel,4.0,33.95,0.1,Gift Card,No
ORD-20225,07/25/2026,Customer 1225,  customer1225@example.com ,CA,BEAUTY,5.0,$194.82,0.17,Credit Card,true
ORD-20572,2025-09-12,Customer 1572,customer1572@example.com,AUS,apparel,3.0,31.01,0.02,Debit Card,no
ORD-20949,04/03/2025,Customer 1049,customer1049@example.com,DE,electronics,5.0,$145.06,0.01,Debit Card,false
ORD-21509,07/04/2026,Customer 1609,  customer1609@example.com ,Australia,BEAUTY,2.0,$179.11,0.12,Debit Card,N
ORD-20786,06-Aug-2026,Customer 1786,customer1786@example.com,CANADA,Home & garden,1.0,$170.91,0.15,Debit Card,true
ORD-20694,15-Apr-2025,Customer 1694,customer1694@example.com,CA,Appreal,2.0,$215.22,0.25,Credit Card,FALSE
ORD-20837,07/03/2026,Customer 1837,customer1837@example.com,australia, Beauty,2.0,$174.71,0.06,Credit Card,no
ORD-20610,14-Mar-2025,Customer 1610,customer1610@example.com,AUS,Beuaty,2.0,$101.29,0.2,,No
ORD-21218,04-Aug-2025,Customer 1318,customer1318@example.com,United states,APPAREL,3.0,203.8,0.22,Gift Card,no
ORD-20388,2026-07-16,Customer 1388,customer1388@example.com,United States,Appreal,3.0,39.9,0.07,Gift Card,no
ORD-20386,01-Sep-2025,Customer 1386,,germany,electronics,3.0,$11.27,0.25,Credit Card,FALSE
